序号[l][#]	道具名称[l][#]	描述[l]	短描述	使用和产出说明	作用效果[l]	每日限制使用次数[l]	道具类型，根据效果分类[l][#]	转生次数[l]	使用等级[l]	使用者类型[l]	职业限制	物品等级[l]	出售价格[l]	道具品质[l][#]	道具图标[l]	掉落图标[l][#]	叠加上限[l]	无法丢弃摧毁(0可以、1不可以)[l]	有效时间（单位分钟）[l]	是否广播[l]	广播id	界面显示道具品质[l]	是否掉落公告	是否可使用[l]	英雄使用等级	神龙遗迹内是否可使用[l]（0是可以，1是不可以）	掉落特效[#]	红点特效[l]	排序(从大到小)	获得后自动使用[l]	背包类型（0普通1印记）[l]
6130	四阶星座自选宝箱	#ffcc00|【自选宝箱】|n|#00ffd2|打开后可在十二种四阶星座中任选一种！|n|#bfbfbf|打开宝箱可任选以下星座中的一种：|n|#00ff00|白羊座④x1|n|#00ff00|狮子座④x1|n|#00ff00|射手座④x1|n|#00ff00|摩羯座④x1|n|#00ff00|金牛座④x1|n|#00ff00|处女座④x1|n|#00ff00|天秤座④x1|n|#00ff00|水瓶座④x1|n|#00ff00|双子座④x1|n|#00ff00|巨蟹座④x1|n|#00ff00|天蝎座④x1|n|#00ff00|双鱼座④x1		#ffff90|按Shift+左键发送至聊天框	4010040:2:1:0|4020040:2:1:0|4030040:2:1:0|4040040:2:1:0|4050040:2:1:0|4060040:2:1:0|4070040:2:1:0|4080040:2:1:0|4090040:2:1:0|4100040:2:1:0|4110040:2:1:0|4120040:2:1:0	0	814	0	0	0	0	0	0	25	bx_cl_lsc	bx_cl_lsc	100	0	0	0	0	25	1	0	0	0	0	1	13890	0	0
6131	属性丹礼包	#ffcc00|【属性礼包】|n|#00ffd2|打开后可获得神力丹*1、会心丹*1和凝神丹*1|n|#bfbfbf|打开礼包可以获得：|n|#00ff00|神力丹*1|n|#00ff00|会心丹*1|n|#00ff00|凝神丹*1|n|#4ba0de|【每日充值】		#ffff90|按Shift+左键发送至聊天框		0	801	0	0	0	0	0	0	25	czlb120	czlb120	10	0	0	0	0	25	1	0	0	0	0	1	13884	0	0
6132	属性丹礼包(大)	#ffcc00|【属性礼包】|n|#00ffd2|打开后可获得气血丹*5、混元丹*2、神力丹*2、会心丹*2、先天丹*1、凝神丹*1、轻灵丹*2和灵虚丹*5|n|#bfbfbf|打开礼包可以获得：|n|#00ff00|气血丹*5|n|#00ff00|混元丹*2|n|#00ff00|神力丹*2|n|#00ff00|会心丹*2|n|#00ff00|先天丹*1|n|#00ff00|凝神丹*1|n|#00ff00|轻灵丹*2|n|#00ff00|灵虚丹*5|n|#4ba0de|【登峰造极赞助礼包】		#ffff90|按Shift+左键发送至聊天框		0	801	0	0	0	0	0	0	26	czlb125	czlb125	10	0	0	0	0	26	1	0	0	0	0	1	13884	0	0
6133	传说印记自选宝箱	#ffcc00|【自选宝箱】|n|#00ffd2|打开后可在9种传说印记中任选一种！|n|#bfbfbf|打开宝箱可任选以下印记中的一种：|n|#cd1805|永生印记x1|n|#cd1805|强攻印记x1|n|#cd1805|泰坦印记x1|n|#cd1805|精准印记x1|n|#cd1805|灵动印记x1|n|#cd1805|暴怒印记x1|n|#cd1805|不屈印记x1|n|#cd1805|致命印记x1|n|#cd1805|天谴印记x1		#ffff90|按Shift+左键发送至聊天框	10105:1:1:0|10205:1:1:0|10305:1:1:0|10405:1:1:0|10505:1:1:0|10605:1:1:0|10705:1:1:0|10805:1:1:0|10905:1:1:0	0	814	0	0	0	0	0	0	26	bx_czgz	bx_czgz	100	0	0	0	0	26	1	0	0	0	0	1	13890	0	0
6200	星辰礼盒	#ffcc00|【成长任务】|n|#bfbfbf|完成指定阶段的成长任务即可获得礼盒|n|#bfbfbf|打开礼盒可获得|#00ff00|舒经活络丸x32	#bfbfbf|完成|#00ff00|成长任务|#bfbfbf|后免费领取	#ffff90|按Shift+左键发送至聊天框		0	801	0	0	0	0	0	0	25	bx10	bx10	100	0	0	0	0	25	0	0	0	0	0	1	13800	0	0
6301	80级成长礼包	#ffcc00|【成长礼包】|n|#bfbfbf|打开礼包可获得以下物品|n|#f50000|复活玫瑰×1|n|#ffe000|2000元宝×1|n|#12ff01|疗伤药×100	#bfbfbf|完成等级竞技|#00ff00|70级|#bfbfbf|任务后免费领取	#ffff90|按Shift+左键发送至聊天框		0	801	0	80	0	0	0	0	25	czlb80	czlb80	100	0	0	0	0	25	0	0	0	0	0	1	13699	0	0
6302	90级成长礼包	#ffcc00|【成长礼包】|n|#bfbfbf|打开礼包可获得以下物品|n|#f50000|复活玫瑰×1|n|#ffe000|2000元宝×2|n|#12ff01|疗伤药×200	#bfbfbf|完成等级竞技|#00ff00|1转|#bfbfbf|任务后免费领取	#ffff90|按Shift+左键发送至聊天框		0	801	0	90	0	0	0	0	25	czlb90	czlb90	100	0	0	0	0	25	0	0	0	0	0	1	13698	0	0
6303	100级成长礼包	#ffcc00|【成长礼包】|n|#bfbfbf|打开礼包可获得以下物品|n|#f50000|复活玫瑰×1|n|#ffe000|5000元宝×1|n|#12ff01|小还丹×200	#bfbfbf|完成等级竞技|#00ff00|2转|#bfbfbf|任务后免费领取	#ffff90|按Shift+左键发送至聊天框		0	801	0	100	0	0	0	0	25	czlb100	czlb100	100	0	0	0	0	25	0	0	0	0	0	1	13697	0	0
6304	110级成长礼包	#ffcc00|【成长礼包】|n|#bfbfbf|打开礼包可获得以下物品|n|#f50000|复活玫瑰×2|n|#ffe000|5000元宝×2|n|#12ff01|小还丹×300	#bfbfbf|完成等级竞技|#00ff00|3转|#bfbfbf|任务后免费领取	#ffff90|按Shift+左键发送至聊天框		0	801	0	110	0	0	0	0	25	czlb110	czlb110	100	0	0	0	0	25	0	0	0	0	0	1	13696	0	0
6305	115级成长礼包	#ffcc00|【成长礼包】|n|#bfbfbf|打开礼包可获得以下物品|n|#f50000|复活玫瑰×2|n|#ffe000|5000元宝×3|n|#1b8edf|大还丹×300	#bfbfbf|完成等级竞技|#00ff00|4转|#bfbfbf|任务后免费领取	#ffff90|按Shift+左键发送至聊天框		0	801	0	115	0	0	0	0	25	czlb115	czlb115	100	0	0	0	0	25	0	0	0	0	0	1	13695	0	0
6306	120级成长礼包	#ffcc00|【成长礼包】|n|#bfbfbf|打开礼包可获得以下物品|n|#f50000|复活玫瑰×2|n|#f50000|10000元宝×1|n|#1b8edf|大还丹×400	#bfbfbf|完成等级竞技|#00ff00|5转|#bfbfbf|任务后免费领取	#ffff90|按Shift+左键发送至聊天框		0	801	0	120	0	0	0	0	36	czlb120	czlb120	100	0	0	0	0	36	0	0	0	0	0	1	13694	0	0
6307	125级成长礼包	#ffcc00|【成长礼包】|n|#bfbfbf|打开礼包可获得以下物品|n|#f50000|复活玫瑰×3|n|#f50000|10000元宝×2|n|#1b8edf|大还丹×500	#bfbfbf|完成等级竞技|#00ff00|6转|#bfbfbf|任务后免费领取	#ffff90|按Shift+左键发送至聊天框		0	801	0	125	0	0	0	0	36	czlb125	czlb125	100	0	0	0	0	36	0	0	0	0	0	1	13693	0	0
6308	130级成长礼包	#ffcc00|【成长礼包】|n|#bfbfbf|打开礼包可获得以下物品|n|#f50000|复活玫瑰×3|n|#f50000|10000元宝×3|n|#c704ff|鬼药×500	#bfbfbf|完成等级竞技|#00ff00|7转|#bfbfbf|任务后免费领取	#ffff90|按Shift+左键发送至聊天框		0	801	0	130	0	0	0	0	36	czlb130	czlb130	100	0	0	0	0	36	0	0	0	0	0	1	13692	0	0
6400	六转首饰宝箱	#ffcc00|【六转首饰随机宝箱】|n|#00ffd2|打开后随机获得以下六转首饰中的一件：|n|#cd1805|神龙之盔x1|n|#cd1805|神龙项链x1|n|#cd1805|神龙护腕x1|n|#cd1805|神龙之戒x1|n|#cd1805|神龙之带x1|n|#cd1805|神龙之靴x1		#ffff90|按Shift+左键发送至聊天框		0	802	0	0	0	0	0	0	26	bx_cl_lsc	bx_cl_lsc	100	0	0	0	0	26	1	0	0	0	0	1	13884	0	0
6401	八转首饰宝箱	#ffcc00|【八转首饰随机宝箱】|n|#00ffd2|打开后随机获得以下八转首饰中的一件：|n|#cd1805|影刺神盔x1|n|#cd1805|影刺项链x1|n|#cd1805|影刺护腕x1|n|#cd1805|影刺神戒x1|n|#cd1805|影刺神带x1|n|#cd1805|影刺神靴x1		#ffff90|按Shift+左键发送至聊天框		0	802	0	0	0	0	0	0	26	bx_cl_lsc	bx_cl_lsc	100	0	0	0	0	26	1	0	0	0	0	1	13884	0	0
6500	E级悬赏宝箱	#ffcc00|【悬赏宝箱】|n|#00ffd2|打开后随机获得以下90级首饰防具中的一种：|n|#cd1805|主宰之冠x1|n|#cd1805|主宰项链x1|n|#cd1805|主宰护腕x1|n|#cd1805|主宰之戒x1|n|#cd1805|主宰战带x1|n|#cd1805|主宰之靴x1		#ffff90|按Shift+左键发送至聊天框	1	0	822	0	90	0	0	0	0	25	bx_e	bx_e	100	0	0	0	0	25	0	0	0	0	0	1	13500	1	0
6501	D级悬赏宝箱	#ffcc00|【悬赏宝箱】|n|#00ffd2|打开后随机获得以下100级首饰防具中的一种：|n|#cd1805|传奇之冠x1|n|#cd1805|传奇项链x1|n|#cd1805|传奇护腕x1|n|#cd1805|传奇之戒x1|n|#cd1805|传奇腰带x1|n|#cd1805|传奇之靴x1		#ffff90|按Shift+左键发送至聊天框	1	0	822	0	100	0	0	0	0	25	bx_d	bx_d	100	0	0	0	0	25	0	0	0	0	0	1	13499	1	0
6502	C级悬赏宝箱	#ffcc00|【悬赏宝箱】|n|#00ffd2|打开后随机获得以下1转首饰防具中的一种：|n|#cd1805|皓月战盔x1|n|#cd1805|皓月项链x1|n|#cd1805|皓月护腕x1|n|#cd1805|皓月战戒x1|n|#cd1805|皓月战带x1|n|#cd1805|皓月战靴x1		#ffff90|按Shift+左键发送至聊天框	2	0	822	1	0	0	0	0	0	25	bx_c	bx_c	100	0	0	0	0	25	0	0	0	0	0	1	13498	1	0
6503	B级悬赏宝箱	#ffcc00|【悬赏宝箱】|n|#00ffd2|打开后随机获得以下2转首饰防具中的一种：|n|#cd1805|皓天战盔x1|n|#cd1805|皓天项链x1|n|#cd1805|皓天护腕x1|n|#cd1805|皓天战戒x1|n|#cd1805|皓天战带x1|n|#cd1805|皓天战靴x1		#ffff90|按Shift+左键发送至聊天框	4	0	822	2	0	0	0	0	0	25	bx_b	bx_b	100	0	0	0	0	25	0	0	0	0	0	1	13497	1	0
6504	A级悬赏宝箱	#ffcc00|【悬赏宝箱】|n|#00ffd2|打开后随机获得以下3转首饰防具或宝物材料中的一种：|n|#cd1805|皓宇战盔x1|n|#cd1805|皓宇项链x1|n|#cd1805|皓宇护腕x1|n|#cd1805|皓宇战戒x1|n|#cd1805|皓宇战带x1|n|#cd1805|皓宇战靴x1|n|#cd1805|血符碎片x2|n|#cd1805|护盾碎片x2|n|#cd1805|血符碎片x5|n|#cd1805|护盾碎片x5|n|#cd1805|舒经活络丸x2		#ffff90|按Shift+左键发送至聊天框	8	0	822	3	0	0	0	0	0	36	bx_a	bx_a	100	0	0	0	0	36	0	0	0	0	0	1	13496	0	0
6505	S级悬赏宝箱	#ffcc00|【悬赏宝箱】|n|#00ffd2|打开后随机获得以下4转首饰防具或宝物材料中的一种：|n|#cd1805|皓尊战盔x1|n|#cd1805|皓尊项链x1|n|#cd1805|皓尊护腕x1|n|#cd1805|皓尊战戒x1|n|#cd1805|皓尊战带x1|n|#cd1805|皓尊战靴x1|n|#cd1805|血符碎片x2|n|#cd1805|护盾碎片x2|n|#cd1805|血符碎片x5|n|#cd1805|护盾碎片x5|n|#cd1805|舒经活络丸x2|n|#cd1805|气血丹x1|n|#cd1805|混元丹x1|n|#cd1805|先天丹x1|n|#cd1805|轻灵丹x1|n|#cd1805|灵虚丹x1		#ffff90|按Shift+左键发送至聊天框		0	802	4	0	0	0	0	0	36	bx_s	bx_s	100	0	0	0	0	36	0	0	0	0	0	1	13495	0	0
6506	SS级悬赏宝箱	#ffcc00|【悬赏宝箱】|n|#00ffd2|打开后随机获得以下5转首饰防具或宝物材料中的一种：|n|#cd1805|热血战盔x1|n|#cd1805|热血项链x1|n|#cd1805|热血护腕x1|n|#cd1805|热血战戒x1|n|#cd1805|热血战带x1|n|#cd1805|热血战靴x1|n|#cd1805|血符碎片x2|n|#cd1805|护盾碎片x2|n|#cd1805|血符碎片x5|n|#cd1805|护盾碎片x5|n|#cd1805|太阴石x2|n|#cd1805|气血丹x1|n|#cd1805|混元丹x1|n|#cd1805|先天丹x1|n|#cd1805|轻灵丹x1|n|#cd1805|灵虚丹x1		#ffff90|按Shift+左键发送至聊天框		0	802	5	0	0	0	0	0	36	bx_ss	bx_ss	100	0	0	0	0	36	0	0	0	0	0	1	13494	0	0
6507	SSS级悬赏宝箱	#ffcc00|【悬赏宝箱】|n|#00ffd2|打开后随机获得以下6转首饰防具或宝物材料中的一种：|n|#cd1805|神龙之盔x1|n|#cd1805|神龙项链x1|n|#cd1805|神龙护腕x1|n|#cd1805|神龙之戒x1|n|#cd1805|神龙之带x1|n|#cd1805|神龙之靴x1|n|#cd1805|血符碎片x2|n|#cd1805|护盾碎片x2|n|#cd1805|血符碎片x5|n|#cd1805|护盾碎片x5|n|#cd1805|太阴石x2|n|#cd1805|气血丹x1|n|#cd1805|混元丹x1|n|#cd1805|先天丹x1|n|#cd1805|轻灵丹x1|n|#cd1805|灵虚丹x1		#ffff90|按Shift+左键发送至聊天框		0	802	6	0	0	0	0	0	36	bx_sss	bx_sss	100	0	0	0	0	36	0	0	0	0	0	1	13493	0	0
7001	技能书页	#ffcc00|【技能书页】|n|#bfbfbf|使用50张技能书页可合成1本|#00ff00| 技能书册		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	911	0	0	0	0	0	1	25	jnsy	jnsy	999	0	0	0	0	25	0	0	0	0	0	0	12998	0	0
7002	技能书册	#ffcc00|【技能书册】|n|#bfbfbf|用于提升3级及以上技能等级|n|#bfbfbf|需先满足技能学习等级和熟练度要求		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	912	0	0	0	0	0	1	26	jnsc	jnsc	100	0	0	0	0	26	0	0	0	0	0	0	12999	0	0
7901	首充成长大礼包	#ffcc00|【首充成长大礼包】|n|#bfbfbf|充值任意元宝即可获取首充成长大礼包|n|#bfbfbf|打开礼包可获得以下奖励：|n|#00ff00|金砖（大）x1|n|#00ff00|藏宝图x1|n|#00ff00|玛雅通行证x1|n|#00ff00|锁妖塔卷轴x1	#bfbfbf|双击打开获得首充奖励	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	801	0	0	0	0	0	0	24	lb2	lb2	1	0	0	0	0	24	0	0	0	0	0	1	12099	0	0
7902	开服超值礼盒	#ffcc00|【开服超值礼盒】|n|#00ffd2|开服超值礼盒，打开后可以获得英雄直升丹和海量经验，能达到直升一级的效果！|n|#bfbfbf|打开礼包可获得以下奖励：|n|#00ff00|英雄直升丹x5|n|#00ff00|主角经验丹（大）x1|n|#00ff00|英雄经验丹（大）x1		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	100	0	806	0	0	0	0	0	0	24	lb1	lb1	1	0	1440	1	1128	24	0	1	0	0	0	1	12098	0	0
7903	限时特惠礼盒	#ffcc00|【特惠礼盒】|n|#bfbfbf|0.88元领取角色改名卡等总价值100元的超值道具|n|#ffe000|角色改名卡×1|n|#f50000|强化转移符×6|n|#f50000|玛雅通行证×3		#ffff90|按Shift+左键发送至聊天框	88:19401	0	806	0	0	0	0	0	0	26	yylh	yylh	100	1	1440	0	0	26	0	0	0	0	0	1	12097	0	0
8111	刺杀剑术	#ffcc00|【技能书】|n|#bfbfbf|使用后可学会刺杀剑术，单体高攻技能|n|#4ba0de|【怪物掉落、每日充值】	#bfbfbf|可学会刺杀剑术或提升该技能|#00ff00| 3000点 |#bfbfbf|熟练度	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	1011	0	901	0	0	1	1	40	1	26	001144	001144	999	0	0	0	0	26	1	0	0	0	0	1	11889	0	0
8121	半月弯刀	#ffcc00|【技能书】|n|#bfbfbf|使用后可学会半月弯刀，可同时攻击自身前方5个目标|n|#4ba0de|【主线任务】	#bfbfbf|可学会半月弯刀或提升该技能|#00ff00| 3000点 |#bfbfbf|熟练度	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	1031	0	901	0	0	1	1	40	0	26	001144	001144	1	1	0	0	0	26	1	0	0	0	0	1	11879	1	0
8131	野蛮冲撞	#ffcc00|【技能书】|n|#bfbfbf|使用后可学会野蛮冲撞，用肩膀撞开转生/等级低于自己的目标并造成伤害|n|#4ba0de|【主线任务】	#bfbfbf|可学会野性冲撞或提升该技能|#00ff00| 3000点 |#bfbfbf|熟练度	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	1051	0	901	0	0	1	1	40	0	26	001144	001144	1	1	0	0	0	26	1	0	0	0	0	1	11869	1	0
8141	开天斩	#ffcc00|【技能书】|n|#bfbfbf|使用后可学会开天斩，幻化出一柄巨剑，攻击直线上4个目标。|n|#4ba0de|【主线任务】	#bfbfbf|可学会开天斩或提升该技能|#00ff00| 3000点 |#bfbfbf|熟练度	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	1071	0	901	0	0	1	1	40	0	26	001144	001144	1	1	0	0	0	26	1	0	0	0	0	1	11859	1	0
8151	倚天辟地	#ffcc00|【技能书】|n|#bfbfbf|使用后可学会倚天辟地，可攻击自身三格范围内的所有敌人|n|#4ba0de|【怪物掉落、每日充值】	#bfbfbf|可学会烈火剑法或提升该技能|#00ff00| 3000点 |#bfbfbf|熟练度	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	1091	0	901	0	0	1	1	40	1	26	001144	001144	999	0	0	0	0	26	1	0	0	0	0	1	11849	0	0
8161	烈火剑法	#ffcc00|【技能书】|n|#bfbfbf|使用后可学会烈火剑法，召唤火精灵附在武器上，攻击目标造成超高伤害。|n|#4ba0de|【主线任务】	#bfbfbf|可学会烈火剑法或提升该技能|#00ff00| 3000点 |#bfbfbf|熟练度	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	1111	0	901	0	0	1	1	40	0	26	001144	001144	1	1	0	0	0	26	1	0	0	0	0	1	11839	1	0
8171	施毒术	#ffcc00|【技能书】|n|#bfbfbf|使用后可学会施毒术,对目标造成持续伤害，并使怪物无法恢复生命值|n|#4ba0de|【首充豪礼】	#bfbfbf|可学会施毒术或提升该技能|#00ff00| 3000点 |#bfbfbf|熟练度	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	1131	0	901	0	0	1	1	40	1	26	001144	001144	1	1	0	0	0	26	1	0	0	0	0	1	11829	0	0
8181	攻杀剑术	#ffcc00|【技能书】|n|#bfbfbf|使用后可学会攻杀剑术，攻击时有概率额外增加技能伤害|n|#4ba0de|【商城购买】	#bfbfbf|可学会攻杀剑术或提升该技能|#00ff00| 3000点 |#bfbfbf|熟练度	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	1151	0	901	0	0	1	1	40	1	26	001144	001144	1	1	0	0	0	26	1	0	0	0	0	1	11819	0	0
8191	护体神盾	#ffcc00|【技能书】|n|#bfbfbf|使用后可学会护体神盾，受击时有概率降低受到的技能伤害|n|#4ba0de|【商城购买】	#bfbfbf|可学会攻杀剑术或提升该技能|#00ff00| 3000点 |#bfbfbf|熟练度	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	1171	0	901	0	0	1	1	40	1	26	001144	001144	1	1	0	0	0	26	1	0	0	0	0	1	11809	0	0
8211	刺杀剑术(英雄)	#ffcc00|【技能书】|n|#bfbfbf|使用后可学会刺杀剑术，单体高攻技能|n|#4ba0de|【赞助特权】	#bfbfbf|可学会刺杀剑术或提升该技能|#00ff00| 3000点 |#bfbfbf|熟练度	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	1011	0	902	0	0	1	1	40	1	26	001144	001144	1	1	0	0	0	26	1	0	0	0	0	1	11789	0	0
8221	半月弯刀(英雄)	#ffcc00|【技能书】|n|#bfbfbf|使用后可学会半月弯刀，可同时攻击自身前方5个目标|n|#4ba0de|【主线任务】	#bfbfbf|可学会半月弯刀或提升该技能|#00ff00| 3000点 |#bfbfbf|熟练度	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	1031	0	902	0	0	1	1	40	0	26	001144	001144	1	1	0	0	0	26	1	0	0	0	0	1	11779	1	0
8231	野蛮冲撞(英雄)	#ffcc00|【技能书】|n|#bfbfbf|使用后可学会野蛮冲撞，用肩膀撞开转生/等级低于自己的目标并造成伤害|n|#4ba0de|【主线任务】	#bfbfbf|可学会野性冲撞或提升该技能|#00ff00| 3000点 |#bfbfbf|熟练度	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	1051	0	902	0	0	1	1	40	0	26	001144	001144	1	1	0	0	0	26	1	0	0	0	0	1	11769	1	0
8241	开天斩(英雄)	#ffcc00|【技能书】|n|#bfbfbf|使用后可学会开天斩，幻化出一柄巨剑，攻击直线上4个目标。|n|#4ba0de|【主线任务】	#bfbfbf|可学会开天斩或提升该技能|#00ff00| 3000点 |#bfbfbf|熟练度	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	1071	0	902	0	0	1	1	40	0	26	001144	001144	1	1	0	0	0	26	1	0	0	0	0	1	11759	1	0
8251	倚天辟地(英雄)	#ffcc00|【技能书】|n|#bfbfbf|使用后可学会倚天辟地，可攻击自身三格范围内的所有敌人|n|#4ba0de|【赞助特权】	#bfbfbf|可学会烈火剑法或提升该技能|#00ff00| 3000点 |#bfbfbf|熟练度	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	1091	0	902	0	0	1	1	40	1	26	001144	001144	1	1	0	0	0	26	1	0	0	0	0	1	11749	0	0
8261	烈火剑法(英雄)	#ffcc00|【技能书】|n|#bfbfbf|使用后可学会烈火剑法，召唤火精灵附在武器上，攻击目标造成超高伤害。|n|#4ba0de|【主线任务】	#bfbfbf|可学会烈火剑法或提升该技能|#00ff00| 3000点 |#bfbfbf|熟练度	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	1351	0	902	0	0	1	1	40	0	26	001144	001144	1	1	0	0	0	26	1	0	0	0	0	1	11739	1	0
8281	攻杀剑术(英雄)	#ffcc00|【技能书】|n|#bfbfbf|使用后可学会攻杀剑术，攻击时有概率额外增加技能伤害|n|#4ba0de|【商城购买】	#bfbfbf|可学会攻杀剑术或提升该技能|#00ff00| 3000点 |#bfbfbf|熟练度	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	1151	0	902	0	0	1	1	40	1	26	001144	001144	1	1	0	0	0	26	1	0	0	0	0	1	11719	0	0
8291	护体神盾(英雄)	#ffcc00|【技能书】|n|#bfbfbf|使用后可学会护体神盾，受击时有概率降低受到的技能伤害|n|#4ba0de|【商城购买】	#bfbfbf|可学会攻杀剑术或提升该技能|#00ff00| 3000点 |#bfbfbf|熟练度	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	1171	0	902	0	0	1	1	40	1	26	001144	001144	1	1	0	0	0	26	1	0	0	0	0	1	11709	0	0
9009	赤胆忠心碎片	#ffc000|【时装材料】|n|#bfbfbf|用于合成|#00ff00| 时装-赤胆忠心 |#bfbfbf|，获得属性提升。|n|#bfbfbf|双击道具可快速前往|#00ffd2| NPC-合成大师 |#bfbfbf|处|n|#2ca0f4|【登录豪礼】	#bfbfbf|用于合成时装-赤胆忠心	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	81009	0	1039	0	0	0	0	0	0	26	cdzxsp	cdzxsp	100	1	0	0	0	26	0	0	0	0	0	0	10991	0	0
9010	青龙偃月碎片	#ffc000|【幻武材料】|n|#bfbfbf|用于合成|#00ff00| 幻武-青龙偃月刀 |#bfbfbf|，获得属性提升。|n|#bfbfbf|双击道具可快速前往|#00ffd2| NPC-合成大师 |#bfbfbf|处|n|#2ca0f4|【登录豪礼】	#bfbfbf|用于合成幻武-青龙偃月刀	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	81010	0	1039	0	0	0	0	0	0	26	qlyydsp	qlyydsp	100	1	0	0	0	26	0	0	0	0	0	0	10990	0	0
9101	沙城之刃	#e19f21|【角色装扮】|n|#bfbfbf|占领沙城的行会的会长可以获得|n|#bfbfbf|可在|#2ca0f1|角色·装扮|#bfbfbf|界面穿戴|#2ca0f1|【幻武】|#bfbfbf|，获得酷炫外形				0	1038	0	0	0	0	0	0	25	kaifu_sczr	kaifu_sczr	0	1	0	0	0	25	0	0	0	0	0	0	10899	0	0
9102	沙城霸主	#e19f21|【角色装扮】|n|#bfbfbf|占领沙城的行会的会长可以获得|n|#bfbfbf|可在|#2ca0f1|角色·装扮|#bfbfbf|界面穿戴|#2ca0f1|【时装】|#bfbfbf|，获得酷炫外形				0	1038	0	0	0	0	0	0	25	kaifu_scbz	kaifu_scbz	0	1	0	0	0	25	0	0	0	0	0	0	10898	0	0
9104	鸿运之刃	#e19f21|【角色装扮】|n|#bfbfbf|活动“鸿运当头”的幸运大奖，双击使用获得幻武-鸿运之刃，有效期14天|n|#bfbfbf|可在|#2ca0f1|角色·装扮|#bfbfbf|界面穿戴|#2ca0f1|【幻武】|#bfbfbf|，获得酷炫外形			11400:1209600	0	1038	0	0	0	0	0	0	25	JYDT_huanwu	JYDT_huanwu	1	1	0	0	0	25	0	0	0	0	0	1	10896	0	0
9105	鸿运之甲	#e19f21|【角色装扮】|n|#bfbfbf|活动“鸿运当头”的幸运大奖，双击使用获得时装-鸿运之甲，有效期14天|n|#bfbfbf|可在|#2ca0f1|角色·装扮|#bfbfbf|界面穿戴|#2ca0f1|【时装】|#bfbfbf|，获得酷炫外形			22100:1209600	0	1038	0	0	0	0	0	0	25	JYDT_shizhuang	JYDT_shizhuang	1	1	0	0	0	25	0	0	0	0	0	1	10895	0	0
9201	黑客帝国	#e19f21|【角色装扮】|n|#bfbfbf|双击使用获得时装-黑客帝国|n|#bfbfbf|可在|#2ca0f1|角色·装扮|#bfbfbf|界面穿戴|#2ca0f1|【时装】|#bfbfbf|，获得酷炫外形			81001:0	0	1038	0	0	0	0	0	0	25	sz_hkdg	sz_hkdg	1	1	0	0	0	25	0	0	0	0	0	0	10799	0	0
9202	金属甩棍	#e19f21|【角色装扮】|n|#bfbfbf|双击使用获得幻武-金属甩棍|n|#bfbfbf|可在|#2ca0f1|角色·装扮|#bfbfbf|界面穿戴|#2ca0f1|【幻武】|#bfbfbf|，获得酷炫外形			81002:0	0	1038	0	0	0	0	0	0	25	hw_jssg	hw_jssg	1	1	0	0	0	25	0	0	0	0	0	0	10798	0	0
9203	深海奇缘	#e19f21|【角色装扮】|n|#bfbfbf|双击使用获得时装-深海奇缘|n|#bfbfbf|可在|#2ca0f1|角色·装扮|#bfbfbf|界面穿戴|#2ca0f1|【时装】|#bfbfbf|，获得酷炫外形			81003:0	0	1038	0	0	0	0	0	0	25	sz_shqy	sz_shqy	1	1	0	0	0	25	0	0	0	0	0	0	10797	0	0
